,filename,letter,TM,number,year,region
57,Epsilon_283_2747.jpg,Epsilon,283,2747,-135,Pathyrite?
58,Chi_1516_12314.jpg,Chi,1516,12314,-257,Arsinoite
59,Omega_18592_12591.jpg,Omega,18592,12591,-19,Alexandria
60,Eta_1945_3407.jpg,Eta,1945,3407,-251,Arsinoite?
61,Tau_945_10780.jpg,Tau,945,10780,-250,?
62,Lambda_3099_5730.jpg,Lambda,3099,5730,-109,Hermopolite
63,Kappa_5259_4973.jpg,Kappa,5259,4973,-46,Oxyrhynchite
64,Nu_18497_6731.jpg,Nu,18497,6731,-13,Alexandria
65,Eta_257_3522.jpg,Eta,257,3522,-127,Pathyrite
66,Epsilon_5837_2352.jpg,Epsilon,5837,2352,-284,1st Upper Nome
67,Rho_3740_9164.jpg,Rho,3740,9164,-92,Arsinoite
68,Omega_2801_12923.jpg,Omega,2801,12923,-83,Arsinoite
69,Rho_262_9430.jpg,Rho,262,9430,-170,Pathyrite
70,Tau_127_10883.jpg,Tau,127,10883,-99,Pathyrite
71,Tau_3593_10584.jpg,Tau,3593,10584,-111,Peri Thebas?
72,Chi_665_12344.jpg,Chi,665,12344,-259,Jordan
73,Chi_144_12390.jpg,Chi,144,12390,-186,Pathyrite
74,Eta_44722_3025.jpg,Eta,44722,3025,-146,Herakleopolite
75,Alpha_5579_252.jpg,Alpha,5579,252,-51,Arsinoite
76,Chi_44722_12021.jpg,Chi,44722,12021,-146,Herakleopolite
77,Beta_253_992.jpg,Beta,253,992,-136,Pathyrite
78,Mu_78025_6007.jpg,Mu,78025,6007,-33,Alexandria
79,Alpha_8771_200.jpg,Alpha,8771,200,-193,Arsinoite
80,Xi_1579_7431.jpg,Xi,1579,7431,-241,Arsinoite?
81,Lambda_4844_5619.jpg,Lambda,4844,5619,-49,Herakleopolite
82,Phi_3987_11761.jpg,Phi,3987,11761,-264,Kynopolite
83,Upsilon_4820_11204.jpg,Upsilon,4820,11204,-72,Herakleopolite
84,Kappa_18503_4855.jpg,Kappa,18503,4855,-13,Alexandria
85,Rho_5253_9100.jpg,Rho,5253,9100,-57,Oxyrhynchite
86,Nu_128_7251.jpg,Nu,128,7251,-98,Pathyrite
87,Eta_4912_3217.jpg,Eta,4912,3217,-50,Herakleopolite
88,Delta_8337_1709.jpg,Delta,8337,1709,-168,Arsinoite
89,Alpha_2818_479.jpg,Alpha,2818,479,-261,Oxyrhynchite
90,Kappa_253_5322.jpg,Kappa,253,5322,-136,Pathyrite
91,Epsilon_7883_2329.jpg,Epsilon,7883,2329,-197,?
92,Kappa_242_5335.jpg,Kappa,242,5335,-103,Pathyrite
93,Alpha_44722_79.jpg,Alpha,44722,79,-146,Herakleopolite
94,Epsilon_4844_2442.jpg,Epsilon,4844,2442,-49,Herakleopolite
95,Theta_3099_3845.jpg,Theta,3099,3845,-109,Hermopolite
96,Rho_18592_8940.jpg,Rho,18592,8940,-19,Alexandria
97,Epsilon_665_2727.jpg,Epsilon,665,2727,-259,Jordan
98,Alpha_3432_409.jpg,Alpha,3432,409,-160,Memphite
99,Lambda_18592_5463.jpg,Lambda,18592,5463,-19,Alexandria
100,Chi_4912_12142.jpg,Chi,4912,12142,-50,Herakleopolite
101,Omicron_316254_7517.jpg,Omicron,316254,7517,-184,Arsinoite
102,Iota_121852_4064.jpg,Iota,121852,4064,-270,Oxyrhynchite
103,Chi_5697_12115.jpg,Chi,5697,12115,-74,Arsinoite
104,Sigma_703255_9511.jpg,Sigma,703255,9511,-190,Herakleopolite
105,Theta_242_3990.jpg,Theta,242,3990,-103,Pathyrite
106,Delta_4820_1809.jpg,Delta,4820,1809,-72,Herakleopolite
107,Lambda_8808_5524.jpg,Lambda,8808,5524,-201,Arsinoite
108,Mu_18592_6054.jpg,Mu,18592,6054,-19,Alexandria
109,Omega_4932_12746.jpg,Omega,4932,12746,-45,Herakleopolite
110,Rho_18497_8968.jpg,Rho,18497,8968,-13,Alexandria
111,Sigma_5132_9787.jpg,Sigma,5132,9787,-167,Herakleopolite
112,Omega_1568_12969.jpg,Omega,1568,12969,-248,Arsinoite
113,Iota_3987_4374.jpg,Iota,3987,4374,-264,Kynopolite
114,Phi_3289_11819.jpg,Phi,3289,11819,-244,Arsinoite
115,Omicron_5699_7734.jpg,Omicron,5699,7734,-47,Herakleopolite
116,Sigma_14532_9660.jpg,Sigma,14532,9660,-27,Arsinoite
117,Gamma_3286_1352.jpg,Gamma,3286,1352,-218,Arsinoite
118,Omega_665_13042.jpg,Omega,665,13042,-259,Jordan
119,Omicron_18570_7623.jpg,Omicron,18570,7623,-18,Alexandria
120,Omicron_3740_7844.jpg,Omicron,3740,7844,-92,Arsinoite
121,Omicron_3444_7889.jpg,Omicron,3444,7889,-161,Memphite
122,Mu_13542_6095.jpg,Mu,13542,6095,-12,Arsinoite
123,Xi_23306_7283.jpg,Xi,23306,7283,-13,Herakleopolite
124,Sigma_5836_9740.jpg,Sigma,5836,9740,-310,1st Upper Nome
125,Chi_254_12368.jpg,Chi,254,12368,-131,Pathyrite
126,Lambda_4927_5598.jpg,Lambda,4927,5598,-47,Herakleopolite
127,Omicron_131_8164.jpg,Omicron,131,8164,-109,Pathyrite
128,Mu_1568_6427.jpg,Mu,1568,6427,-248,Arsinoite
129,Rho_1568_9331.jpg,Rho,1568,9331,-248,Arsinoite
130,Tau_5842_10422.jpg,Tau,5842,10422,-223,Apollonopolite
131,Alpha_5553_258.jpg,Alpha,5553,258,-170,Arsinoite
132,Gamma_1527_1441.jpg,Gamma,1527,1441,-256,Arsinoite
133,Nu_112437_6639.jpg,Nu,112437,6639,-3,Oxyrhynchite
134,Pi_18570_8288.jpg,Pi,18570,8288,-18,Alexandria
135,Alpha_14532_162.jpg,Alpha,14532,162,-27,Arsinoite
136,Tau_14532_10357.jpg,Tau,14532,10357,-27,Arsinoite
137,Zeta_818_2950.jpg,Zeta,818,2950,-255,Arsinoite?
138,Nu_3689_6929.jpg,Nu,3689,6929,-109,Arsinoite
139,Phi_1568_11881.jpg,Phi,1568,11881,-248,Arsinoite
140,Xi_665_7463.jpg,Xi,665,7463,-259,Jordan
141,Upsilon_44722_10963.jpg,Upsilon,44722,10963,-146,Herakleopolite
142,Nu_1516_7124.jpg,Nu,1516,7124,-257,Arsinoite
143,Phi_5255_11730.jpg,Phi,5255,11730,-44,Oxyrhynchite
144,Omicron_3681_7864.jpg,Omicron,3681,7864,-112,Arsinoite
145,Theta_3283_3841.jpg,Theta,3283,3841,-222,Arsinoite
146,Mu_18497_6079.jpg,Mu,18497,6079,-13,Alexandria
147,Pi_2818_8618.jpg,Pi,2818,8618,-261,Oxyrhynchite
148,Gamma_1509_1454.jpg,Gamma,1509,1454,-257,Athrybite?
149,Theta_3681_3782.jpg,Theta,3681,3782,-112,Arsinoite
150,Phi_254_11937.jpg,Phi,254,11937,-131,Pathyrite
151,Nu_5579_6828.jpg,Nu,5579,6828,-51,Arsinoite
152,Beta_44722_728.jpg,Beta,44722,728,-146,Herakleopolite
153,Sigma_5255_9778.jpg,Sigma,5255,9778,-44,Oxyrhynchite
154,Kappa_5850_4923.jpg,Kappa,5850,4923,-223,Apollonopolite
155,Rho_2821_9283.jpg,Rho,2821,9283,-264,Oxyrhynchite
156,Epsilon_834_2714.jpg,Epsilon,834,2714,-255,Memphite?
157,Pi_3093_8607.jpg,Pi,3093,8607,-109,Hermopolite
158,Sigma_18592_9624.jpg,Sigma,18592,9624,-19,Alexandria
159,Nu_44624_6674.jpg,Nu,44624,6674,-133,Oxyrhynchite or Herakleopolite?
160,Xi_3415_7388.jpg,Xi,3415,7388,-162,Memphite
161,Kappa_818_5274.jpg,Kappa,818,5274,-255,Arsinoite?
162,Pi_13019_8334.jpg,Pi,13019,8334,-8,Arsinoite
163,Alpha_5553_259.jpg,Alpha,5553,259,-170,Arsinoite
164,Eta_3433_3312.jpg,Eta,3433,3312,-162,Memphite
165,Pi_1945_8645.jpg,Pi,1945,8645,-251,Arsinoite?
166,Eta_2133_3398.jpg,Eta,2133,3398,-253,Herakleopolite or Arsinoite?
167,Phi_5697_11712.jpg,Phi,5697,11712,-74,Arsinoite
168,Tau_3433_10599.jpg,Tau,3433,10599,-162,Memphite
169,Phi_112437_11593.jpg,Phi,112437,11593,-3,Oxyrhynchite
170,Sigma_18592_9623.jpg,Sigma,18592,9623,-19,Alexandria
171,Sigma_262_10126.jpg,Sigma,262,10126,-170,Pathyrite
172,Sigma_4911_9810.jpg,Sigma,4911,9810,-51,Herakleopolite
173,Beta_9228_767.jpg,Beta,9228,767,-27,Arsinoite
174,Nu_44733_6658.jpg,Nu,44733,6658,-145,Herakleopolite
175,Epsilon_3099_2565.jpg,Epsilon,3099,2565,-109,Hermopolite
176,Nu_2821_7043.jpg,Nu,2821,7043,-264,Oxyrhynchite
177,Eta_121853_3001.jpg,Eta,121853,3001,-267,Oxyrhynchite
178,Epsilon_18503_2257.jpg,Epsilon,18503,2257,-13,Alexandria
179,Mu_818_6496.jpg,Mu,818,6496,-255,Arsinoite?
180,Omicron_5850_7713.jpg,Omicron,5850,7713,-223,Apollonopolite
181,Kappa_5853_4919.jpg,Kappa,5853,4919,-222,Apollonopolite
182,Delta_5132_1777.jpg,Delta,5132,1777,-167,Herakleopolite
183,Mu_1509_6460.jpg,Mu,1509,6460,-257,Athrybite?
184,Mu_665_6499.jpg,Mu,665,6499,-259,Jordan
185,Omicron_44617_7599.jpg,Omicron,44617,7599,-135,Herakleopolite
186,Gamma_13019_1134.jpg,Gamma,13019,1134,-8,Arsinoite
187,Gamma_1945_1408.jpg,Gamma,1945,1408,-251,Arsinoite?
188,Lambda_13019_5504.jpg,Lambda,13019,5504,-8,Arsinoite
189,Iota_1511_4589.jpg,Iota,1511,4589,-257,Palestina?
190,Theta_3433_3810.jpg,Theta,3433,3810,-162,Memphite
191,Phi_69805_11597.jpg,Phi,69805,11597,-86,Herakleopolite
192,Pi_3415_8558.jpg,Pi,3415,8558,-162,Memphite
193,Theta_44623_3633.jpg,Theta,44623,3633,-134,Herakleopolite
194,Tau_5253_10481.jpg,Tau,5253,10481,-57,Oxyrhynchite
195,Omega_4932_12745.jpg,Omega,4932,12745,-45,Herakleopolite
196,Nu_1526_7121.jpg,Nu,1526,7121,-256,Memphite?
197,Omega_5838_12690.jpg,Omega,5838,12690,-282,1st Upper Nome
198,Zeta_1803_2916.jpg,Zeta,1803,2916,-243,Arsinoite?
199,Upsilon_13542_11048.jpg,Upsilon,13542,11048,-12,Arsinoite
200,Sigma_1526_10046.jpg,Sigma,1526,10046,-256,Memphite?
201,Alpha_1568_528.jpg,Alpha,1568,528,-248,Arsinoite
202,Omicron_4927_7790.jpg,Omicron,4927,7790,-47,Herakleopolite
203,Mu_3403_6323.jpg,Mu,3403,6323,-158,Memphite
204,Lambda_3094_5747.jpg,Lambda,3094,5747,-108,Hermopolite
205,Gamma_1526_1443.jpg,Gamma,1526,1443,-256,Memphite?
206,Tau_5287_10465.jpg,Tau,5287,10465,-34,Arsinoite
207,Omega_18570_12599.jpg,Omega,18570,12599,-18,Alexandria
208,Tau_4907_10510.jpg,Tau,4907,10510,-51,Herakleopolite
209,Sigma_4927_9799.jpg,Sigma,4927,9799,-47,Herakleopolite
210,Sigma_3093_9964.jpg,Sigma,3093,9964,-109,Hermopolite
211,Eta_4820_3242.jpg,Eta,4820,3242,-72,Herakleopolite
212,Tau_1526_10748.jpg,Tau,1526,10748,-256,Memphite?
213,Upsilon_5842_11099.jpg,Upsilon,5842,11099,-223,Apollonopolite
214,Omega_1527_12983.jpg,Omega,1527,12983,-256,Arsinoite
215,Theta_215_3994.jpg,Theta,215,3994,-117,Pathyrite
216,Sigma_665_10100.jpg,Sigma,665,10100,-259,Jordan
217,Theta_3676_3793.jpg,Theta,3676,3793,-117,Arsinoite
218,Nu_4911_6878.jpg,Nu,4911,6878,-51,Herakleopolite
219,Iota_1568_4558.jpg,Iota,1568,4558,-248,Arsinoite
220,Sigma_2089_10003.jpg,Sigma,2089,10003,-258,Palestina?
221,Omega_112437_12538.jpg,Omega,112437,12538,-3,Oxyrhynchite
222,Nu_121852_6634.jpg,Nu,121852,6634,-270,Oxyrhynchite
223,Eta_11315_3110.jpg,Eta,11315,3110,-19,Arsinoite
224,Mu_250_6549.jpg,Mu,250,6549,-139,Pathyrite?
225,Upsilon_5838_11106.jpg,Upsilon,5838,11106,-282,1st Upper Nome
226,Phi_4911_11743.jpg,Phi,4911,11743,-51,Herakleopolite
227,Tau_3097_10651.jpg,Tau,3097,10651,-110,Hermopolite
228,Kappa_663_5284.jpg,Kappa,663,5284,-273,Memphite
229,Delta_283_2060.jpg,Delta,283,2060,-135,Pathyrite?
230,Kappa_5697_4948.jpg,Kappa,5697,4948,-74,Arsinoite
231,Mu_13019_6097.jpg,Mu,13019,6097,-8,Arsinoite
232,Chi_5837_12104.jpg,Chi,5837,12104,-284,1st Upper Nome
233,Delta_503_2049.jpg,Delta,503,2049,-135,Pathyrite?
234,Nu_44624_6675.jpg,Nu,44624,6675,-133,Oxyrhynchite or Herakleopolite?
235,Iota_1568_4560.jpg,Iota,1568,4560,-248,Arsinoite
236,Rho_703255_8843.jpg,Rho,703255,8843,-190,Herakleopolite
237,Pi_1526_8683.jpg,Pi,1526,8683,-256,Memphite?
238,Alpha_3093_462.jpg,Alpha,3093,462,-109,Hermopolite
239,Epsilon_11316_2300.jpg,Epsilon,11316,2300,-18,Arsinoite
240,Rho_316242_8855.jpg,Rho,316242,8855,-188,Arsinoite
241,Omega_1945_12947.jpg,Omega,1945,12947,-251,Arsinoite?
242,Epsilon_4196_2460.jpg,Epsilon,4196,2460,-237,Herakleopolite
243,Omicron_3681_7868.jpg,Omicron,3681,7868,-112,Arsinoite
244,Nu_121853_6627.jpg,Nu,121853,6627,-267,Oxyrhynchite
245,Xi_253_7479.jpg,Xi,253,7479,-136,Pathyrite
246,Delta_5132_1776.jpg,Delta,5132,1776,-167,Herakleopolite
247,Delta_5699_1740.jpg,Delta,5699,1740,-47,Herakleopolite
248,Lambda_3444_5692.jpg,Lambda,3444,5692,-161,Memphite
249,Epsilon_11316_2301.jpg,Epsilon,11316,2301,-18,Arsinoite
250,Omega_905_13027.jpg,Omega,905,13027,-250,Arsinoite?
251,Nu_4907_6884.jpg,Nu,4907,6884,-51,Herakleopolite
252,Pi_3432_8554.jpg,Pi,3432,8554,-160,Memphite
253,Pi_4912_8451.jpg,Pi,4912,8451,-50,Herakleopolite
254,Xi_128_7499.jpg,Xi,128,7499,-98,Pathyrite
255,Upsilon_17894_11040.jpg,Upsilon,17894,11040,-21,Oxyrhynchite
256,Alpha_253_646.jpg,Alpha,253,646,-136,Pathyrite
257,Kappa_2801_5170.jpg,Kappa,2801,5170,-83,Arsinoite
258,Tau_17894_10351.jpg,Tau,17894,10351,-21,Oxyrhynchite
259,Lambda_18592_5464.jpg,Lambda,18592,5464,-19,Alexandria
260,Lambda_254_5907.jpg,Lambda,254,5907,-131,Pathyrite
261,Iota_3689_4389.jpg,Iota,3689,4389,-109,Arsinoite
262,Theta_60_4016.jpg,Theta,60,4016,-136,Pathyrite?
263,Pi_13019_8330.jpg,Pi,13019,8330,-8,Arsinoite
264,Theta_1568_3898.jpg,Theta,1568,3898,-248,Arsinoite
265,Xi_703255_7270.jpg,Xi,703255,7270,-190,Herakleopolite
266,Lambda_4844_5618.jpg,Lambda,4844,5618,-49,Herakleopolite
267,Tau_1575_10721.jpg,Tau,1575,10721,-243,Arsinoite
268,Upsilon_18497_11034.jpg,Upsilon,18497,11034,-13,Alexandria
269,Iota_18552_4163.jpg,Iota,18552,4163,-15,Alexandria
270,Omicron_945_8075.jpg,Omicron,945,8075,-250,?
271,Rho_253_9452.jpg,Rho,253,9452,-136,Pathyrite
272,Theta_5253_3733.jpg,Theta,5253,3733,-57,Oxyrhynchite
273,Mu_3409_6320.jpg,Mu,3409,6320,-163,Memphite
274,Rho_121852_8871.jpg,Rho,121852,8871,-270,Oxyrhynchite
275,Eta_3286_3343.jpg,Eta,3286,3343,-218,Arsinoite
276,Rho_951_9381.jpg,Rho,951,9381,-250,Arsinoite?
277,Phi_250_11943.jpg,Phi,250,11943,-139,Pathyrite?
278,Rho_1536_9345.jpg,Rho,1536,9345,-254,Memphite?
279,Gamma_3093_1378.jpg,Gamma,3093,1378,-109,Hermopolite
280,Phi_3403_11814.jpg,Phi,3403,11814,-158,Memphite
281,Gamma_945_1471.jpg,Gamma,945,1471,-250,?
282,Omega_4907_12764.jpg,Omega,4907,12764,-51,Herakleopolite
283,Alpha_44625_83.jpg,Alpha,44625,83,-132,Aphroditopolite or Arsinoite or Herakleopolite?
284,Nu_44733_6659.jpg,Nu,44733,6659,-145,Herakleopolite
285,Omega_3289_12876.jpg,Omega,3289,12876,-244,Arsinoite
286,Delta_112437_1596.jpg,Delta,112437,1596,-3,Oxyrhynchite
287,Delta_144_2102.jpg,Delta,144,2102,-186,Pathyrite
288,Phi_5253_11731.jpg,Phi,5253,11731,-57,Oxyrhynchite
289,Xi_3686_7363.jpg,Xi,3686,7363,-111,Arsinoite
290,Kappa_3740_5043.jpg,Kappa,3740,5043,-92,Arsinoite
291,Delta_1511_2011.jpg,Delta,1511,2011,-257,Palestina?
292,Rho_1527_9349.jpg,Rho,1527,9349,-256,Arsinoite
293,Nu_1945_7077.jpg,Nu,1945,7077,-251,Arsinoite?
294,Eta_14532_3091.jpg,Eta,14532,3091,-27,Arsinoite
295,Omicron_127_8178.jpg,Omicron,127,8178,-99,Pathyrite
296,Kappa_4911_5004.jpg,Kappa,4911,5004,-51,Herakleopolite
297,Iota_5853_4241.jpg,Iota,5853,4241,-222,Apollonopolite
298,Sigma_4911_9809.jpg,Sigma,4911,9809,-51,Herakleopolite
299,Mu_11315_6113.jpg,Mu,11315,6113,-19,Arsinoite
300,Tau_4344_10531.jpg,Tau,4344,10531,-218,Oxyrhynchite
301,Delta_3099_1920.jpg,Delta,3099,1920,-109,Hermopolite
302,Sigma_3681_9874.jpg,Sigma,3681,9874,-112,Arsinoite
303,Kappa_1526_5228.jpg,Kappa,1526,5228,-256,Memphite?
304,Iota_951_4607.jpg,Iota,951,4607,-250,Arsinoite?
305,Gamma_128_1546.jpg,Gamma,128,1546,-98,Pathyrite
306,Rho_18499_8966.jpg,Rho,18499,8966,-13,Alexandria
307,Nu_18592_6702.jpg,Nu,18592,6702,-19,Alexandria
308,Gamma_11315_1149.jpg,Gamma,11315,1149,-19,Arsinoite
309,Chi_3098_12261.jpg,Chi,3098,12261,-109,Hermopolite
310,Theta_18497_3662.jpg,Theta,18497,3662,-13,Alexandria
311,Pi_255_8768.jpg,Pi,255,8768,-129,Pathyrite
312,Sigma_5853_9712.jpg,Sigma,5853,9712,-222,Apollonopolite
313,Delta_703255_1567.jpg,Delta,703255,1567,-190,Herakleopolite
314,Theta_144_3995.jpg,Theta,144,3995,-186,Pathyrite
315,Iota_18499_4172.jpg,Iota,18499,4172,-13,Alexandria
316,Theta_8337_3684.jpg,Theta,8337,3684,-168,Arsinoite
317,Tau_11515_10373.jpg,Tau,11515,10373,-4,Arsinoite
318,Delta_1509_2016.jpg,Delta,1509,2016,-257,Athrybite?
319,Beta_18592_745.jpg,Beta,18592,745,-19,Alexandria
320,Nu_3987_6914.jpg,Nu,3987,6914,-264,Kynopolite
321,Theta_3444_3803.jpg,Theta,3444,3803,-161,Memphite
322,Phi_3563_11789.jpg,Phi,3563,11789,-117,Peri Thebas
323,Tau_3563_10589.jpg,Tau,3563,10589,-117,Peri Thebas
324,Tau_2837_10668.jpg,Tau,2837,10668,-152,Arsinoite
325,Eta_250_3541.jpg,Eta,250,3541,-139,Pathyrite?
326,Gamma_18570_1102.jpg,Gamma,18570,1102,-18,Alexandria
327,Sigma_250_10152.jpg,Sigma,250,10152,-139,Pathyrite?
328,Nu_3286_7003.jpg,Nu,3286,7003,-218,Arsinoite
329,Nu_18497_6730.jpg,Nu,18497,6730,-13,Alexandria
330,Pi_5255_8426.jpg,Pi,5255,8426,-44,Oxyrhynchite
331,Lambda_4344_5628.jpg,Lambda,4344,5628,-218,Oxyrhynchite
332,Rho_23306_8937.jpg,Rho,23306,8937,-13,Herakleopolite
333,Eta_130532_2995.jpg,Eta,130532,2995,-42,Arsinoite
334,Alpha_3099_446.jpg,Alpha,3099,446,-109,Hermopolite
335,Omega_253_13080.jpg,Omega,253,13080,-136,Pathyrite
336,Epsilon_2379_2615.jpg,Epsilon,2379,2615,-257,Alexandria?
337,Upsilon_2837_11345.jpg,Upsilon,2837,11345,-152,Arsinoite
338,Mu_5291_6181.jpg,Mu,5291,6181,-31,Arsinoite
339,Kappa_262_5299.jpg,Kappa,262,5299,-170,Pathyrite
340,Alpha_749316_9.jpg,Alpha,749316,9,-3,Arsinoite
341,Mu_11315_6111.jpg,Mu,11315,6111,-19,Arsinoite
342,Omega_3681_12822.jpg,Omega,3681,12822,-112,Arsinoite
343,Nu_4932_6865.jpg,Nu,4932,6865,-45,Herakleopolite
344,Nu_11515_6755.jpg,Nu,11515,6755,-4,Arsinoite
345,Sigma_977098_9508.jpg,Sigma,977098,9508,-190,Memphite?
346,Epsilon_8808_2315.jpg,Epsilon,8808,2315,-201,Arsinoite
347,Gamma_8808_1157.jpg,Gamma,8808,1157,-201,Arsinoite
348,Mu_4844_6231.jpg,Mu,4844,6231,-49,Herakleopolite
349,Lambda_144_5931.jpg,Lambda,144,5931,-186,Pathyrite
350,Sigma_3097_9953.jpg,Sigma,3097,9953,-110,Hermopolite
351,Delta_11316_1692.jpg,Delta,11316,1692,-18,Arsinoite
352,Eta_127_3575.jpg,Eta,127,3575,-99,Pathyrite
353,Mu_4196_6243.jpg,Mu,4196,6243,-237,Herakleopolite
354,Lambda_18592_5465.jpg,Lambda,18592,5465,-19,Alexandria
355,Lambda_316254_5384.jpg,Lambda,316254,5384,-184,Arsinoite
356,Tau_3099_10641.jpg,Tau,3099,10641,-109,Hermopolite
357,Delta_2379_1959.jpg,Delta,2379,1959,-257,Alexandria?
358,Omicron_1803_8006.jpg,Omicron,1803,8006,-243,Arsinoite?
359,Pi_60_8823.jpg,Pi,60,8823,-136,Pathyrite?
360,Theta_818_3946.jpg,Theta,818,3946,-255,Arsinoite?
361,Alpha_2837_467.jpg,Alpha,2837,467,-152,Arsinoite
362,Iota_254_4674.jpg,Iota,254,4674,-131,Pathyrite
363,Beta_127_1025.jpg,Beta,127,1025,-99,Pathyrite
364,Zeta_665_2951.jpg,Zeta,665,2951,-259,Jordan
365,Upsilon_3745_11227.jpg,Upsilon,3745,11227,-93,Arsinoite
366,Lambda_250_5914.jpg,Lambda,250,5914,-139,Pathyrite?
367,Tau_5253_10480.jpg,Tau,5253,10480,-57,Oxyrhynchite
368,Iota_5553_4284.jpg,Iota,5553,4284,-170,Arsinoite
369,Omicron_3563_7884.jpg,Omicron,3563,7884,-117,Peri Thebas
370,Alpha_78025_57.jpg,Alpha,78025,57,-33,Alexandria
371,Kappa_56_5368.jpg,Kappa,56,5368,-113,Pathyrite
372,Rho_2801_9290.jpg,Rho,2801,9290,-83,Arsinoite
373,Iota_3987_4373.jpg,Iota,3987,4373,-264,Kynopolite
374,Upsilon_3681_11250.jpg,Upsilon,3681,11250,-112,Arsinoite
375,Iota_44722_4105.jpg,Iota,44722,4105,-146,Herakleopolite
376,Pi_5842_8375.jpg,Pi,5842,8375,-223,Apollonopolite
377,Lambda_44878_5427.jpg,Lambda,44878,5427,-100,Pathyrite
378,Mu_69805_6010.jpg,Mu,69805,6010,-86,Herakleopolite
